[Turn 0] Initialized game with Red: bots/eric/IronChefOptimized.py, Blue: bots/eric/IronChefOptimized.py
[Turn 379] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 379] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 379] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 379] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 379] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 379] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 379] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 379] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 380] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 380] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 380] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 380] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 380] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 380] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 380] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 380] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 381] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 381] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 381] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 381] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 381] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 381] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 381] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 381] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 382] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 382] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 382] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 382] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 382] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 382] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 382] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 382] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 383] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 383] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 383] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 383] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 383] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 383] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 383] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 383] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 384] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 384] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 384] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 384] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 384] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 384] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 384] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 384] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 385] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 385] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 385] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 385] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 385] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 385] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 385] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 385] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 386] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 386] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 386] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 386] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 386] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 386] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 386] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 386] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 387] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 387] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 387] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 387] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 387] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 387] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 387] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 387] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 388] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 388] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 388] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 388] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 388] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 388] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 388] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 388] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 389] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 389] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 389] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 389] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 389] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 389] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 389] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 389] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 390] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 390] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 390] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 390] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 390] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 390] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 390] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 390] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 391] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 391] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 391] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 391] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 391] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 391] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 391] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 391] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 392] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 392] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 392] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 392] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 392] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 392] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 392] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 392] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 393] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 393] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 393] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 393] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 393] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 393] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 393] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 393] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 394] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 394] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 394] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 394] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 394] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 394] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 394] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 394] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 395] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 395] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 395] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 395] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 395] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 395] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 395] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 395] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 396] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 396] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 396] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 396] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 396] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 396] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 396] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 396] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 397] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 397] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 397] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 397] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 397] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 397] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 397] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 397] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 398] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 398] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 398] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 398] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 398] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 398] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 398] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 398] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 399] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 399] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 399] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 399] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 399] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 399] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 399] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 399] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 400] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 400] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 400] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 400] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 400] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 400] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 400] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 400] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 401] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 401] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 401] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 401] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 401] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 401] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 401] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 401] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 402] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 402] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 402] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 402] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 402] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 402] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 402] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 402] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 403] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 403] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 403] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 403] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 403] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 403] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 403] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 403] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 404] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 404] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 404] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 404] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 404] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 404] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 404] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 404] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 405] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 405] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 405] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 405] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 405] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 405] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 405] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 405] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 406] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 406] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 406] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 406] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 406] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 406] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 406] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 406] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 407] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 407] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 407] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 407] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 407] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 407] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 407] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 407] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 408] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 408] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 408] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 408] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 408] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 408] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 408] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 408] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 409] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 409] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 409] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 409] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 409] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 409] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 409] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 409] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 410] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 410] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 410] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 410] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 410] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 410] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 410] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 410] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 411] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 411] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 411] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 411] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 411] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 411] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 411] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 411] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 412] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 412] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 412] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 412] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 412] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 412] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 412] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 412] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 413] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 413] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 413] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 413] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 413] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 413] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 413] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 413] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 414] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 414] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 414] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 414] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 414] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 414] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 414] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 414] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 415] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 415] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 415] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 415] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 415] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 415] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 415] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 415] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 416] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 416] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 416] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 416] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 416] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 416] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 416] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 416] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 417] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 417] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 417] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 417] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 417] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 417] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 417] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 417] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 418] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 418] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 418] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 418] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 418] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 418] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 418] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 418] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 419] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 419] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 419] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 419] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 419] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 419] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 419] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 419] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 420] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 420] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 420] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 420] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 420] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 420] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 420] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 420] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 421] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 421] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 421] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 421] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 421] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 421] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 421] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 421] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 422] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 422] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 422] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 422] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 422] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 422] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 422] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 422] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 423] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 423] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 423] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 423] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 423] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 423] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 423] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 423] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 424] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 424] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 424] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 424] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 424] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 424] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 424] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 424] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 425] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 425] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 425] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 425] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 425] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 425] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 425] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 425] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 426] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 426] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 426] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 426] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 426] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 426] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 426] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 426] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 427] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 427] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 427] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 427] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 427] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 427] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 427] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 427] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 428] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 428] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 428] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 428] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 428] Bot 4 (BLUE): Pos=(4,29) Holding=Plate[]
[Turn 428] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 428] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 428] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 429] Bot 0 (RED): Pos=(4,29) Holding=Plate[]
[Turn 429] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 429] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 429] Bot 3 (BLUE): Pos=(38,1) Holding=None
